id,title,category,year,publisher,authors,country,era,subject,isbn13,synopsis,source_url,confidence
209,London's Loveable Villain: The true story of Chick 'Cocky' Knight's,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
211,Lucia the Luchadora and the Million Masks,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
212,Lucía the Luchadora,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
214,"Macho Man: The Untamed, Unbelievable Life Of Randy Savage",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
215,Mad Dog: The Maurice Vachon Story,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
216,"Mad Dogs, Midgets, and Screw Jobs: The Untold Story of How Montreal Shaped the World of Professional Wrestling",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
217,Main Event: WWE in the Raging 80s,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
218,Masked Decisions,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
219,"Master of the Ring: The Biography of ""Nature Boy"" Buddy Rogers",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
220,Masters of the Ring,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
221,Mat Burns,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
223,Mat Memories: The Sheik Trio,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
224,Mat Memories: The Sheik! The Original Detroit Terror,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
225,"Maurice ""Mad Dog"" Vachon",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
226,Me By Jimmy (Big Boy) Valente,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
227,Memoirs of a Mad Man,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
228,Memphis Wrestling History Presents 1982,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
229,"Memphis Wrestling History: Cards, Matches, Results & Newspaper Clippings Vol. 1",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
230,Meteora4 Media's Ring Post Journal #1: A 2020 Women's Wrestling Year in Review,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
232,Minnesota's Golden Age of Wrestling from Verne Gagne to the Road Warriors,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
233,Missy Hyatt: First Lady of Wrestling,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
234,Mixed Up History: Abraham Lincoln Pro Wrestler,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
235,Mondo Lucha A Go-Go: The Bizarre and Honorable World of Wild Mexican Wrestling,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
236,More than a Thousand Words: The Larry Barnhizer Wrestling Scrapbook,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
237,Mouth of the South: The Jimmy Hart Story,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
238,Mox,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
239,Mr. X – The Life Story of Dangerous Danny Davis,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
240,My Favorite Match,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
242,Mysteries of Wrestling: Solved,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
243,NIKITA: A Tale of the Ring and Redemption,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
244,NXT: The Future Is Now,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
247,New Japan Academy: The Tale of Tetsuya Naito,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
248,"Nitro, The Incredible Rise and Inevitable Collapse of Ted Turner's WCW",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
249,No Beard The Pirate,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
251,Oklahoma Shooter: The Dan Hodge Story,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
252,One Fall to a Finish: Inside the British Wrestling Boom Years and Beyond,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
253,One Last Ride: The Tale of Cowboy Scott Casey,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
254,Our Fight,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
255,"Owen Hart: King of Pranks: The Ultimate Anthology of Owen's Greatest Ribs, Pranks and Stories",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
256,Ox Baker's Cookbook: A Tribute to the Fallen Warriors,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
257,Pain Torture Agony,about_wrestling,,Crowbar Press,Ron Hutchison; Scott Teal,,,Ron Hutchison,,,https://slamwrestling.net/archives/books/,low
259,"Parts Unknown: Wrestling, Gimmicks and Other Works",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
260,Pendleton: The amazing story of Columbia's wrestling Olympian and star of Hollywood,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
261,Philosophy Smackdown,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
262,"Pin Me, Pay Me, Have Boots Will Travel",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
263,Pioneers of Professional Wrestling: 1860-1899,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
264,Play-by-Play: Tales from a Sportscasting Insider,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
266,Poetry in the Sand: The Life of Iconic Professional Wrestler Sid (Vicious) Eudy,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
267,Positively Unstoppable: The Art of Owning It,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
268,"Power Players: Sports, Politics, And The American Presidency",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
269,Prairie Fire,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
270,"Princess Victoria: A Tale of Tears, Triumphs, and Turnbuckles",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
271,Pro Wrestling FAQ: All That's Left to Know About the World's Most Entertaining Spectacle,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
272,Pro Wrestling Stars,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
274,Pro Wrestling's Black World Champions,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
273,"Pro Wrestling's G.O.A.T.: Hulk Hogan, Dwayne the Rock Johnson, and More",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
275,Professional Wrestling Collectibles,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
276,Professional Wrestling Intellectual,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
277,Professional Wrestling and the Law: Legal Battles from the Ring to the Courtroom,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
278,"Professional Wrestling in the Pacific Northwest A History, 1883 to the Present",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
279,Professional Wrestling: Politics and Populism,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
281,Purodyssey: A Tokyo Wrestling Diary,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
282,Queen of the Ring: Wrestling Drawings by Jaime Hernadez,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
283,Raising Cain: From Jimmy Ault to Kid McCoy,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
284,Regular Show: Wrasslesplosion,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
285,Rencor Life in Grudge City,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
286,Rey Mysterio: Behind the Mask,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
287,Ric Flair: To Be The Man,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
288,"Richmond 9-5171, A Wrestling Story",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
289,Ring Post Journal's 2021 Women's Wrestling Year in Review,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
290,RingMaster: Vince McMahon and the Unmaking of America,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
293,Rope Opera: How WCW Killed Vince Russo,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
294,Rowdy Roddy Piper: The Kilted Avenger,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
295,Rowdy: The Roddy Piper Story,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
296,Rumble Road: Untold Stories from Outside the Ring,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
297,Rumble: Back in the Ring (Ready-to-Read Level 2),about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
298,S is for Suplex,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
552,SLAM-O-GRAM v1,about_wrestling,,Crowbar Press,Scott Teal,US,territorial,,,,https://www.crowbarpress.com/35-cap01.html,high
553,SLAM-O-GRAM v2,about_wrestling,,Crowbar Press,Scott Teal,US,territorial,,,,https://www.crowbarpress.com/36-cap02.html,high
299,"Sabu: Scars, Silence & Superglue",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
301,Savage 1986-2011,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
302,Saving Grace,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
304,Self Defense and Physical Fitness,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
305,Self Help: Life Lessons from the Bizarre Wrestling Career of Al Snow,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
306,Shamrock: The World's Most Dangerous Man,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
307,"Shooters, Heels & Heroes: The Life & Times of Rico Valentino",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
308,Shooters: The Toughest Men in Professional Wresting,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
309,Short Bus Hero,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
311,Slammin': Wrestling's Greatest Heroes and Villains,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
312,Slamthology,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
313,"Slaphappy: Pride, Prejudice and Professional Wrestling",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
314,Sleeperhold: How Professional Wrestling Worked Its Magic,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
316,Smarten Up! Say It Right,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
317,So You Want To Be A Pro Wrestler (And Other Ways To Get A Job In Wrestling),about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
318,Soulman: The Rocky Johnson Story,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
564,Southeastern Championship Wrestling,about_wrestling,,Crowbar Press,Scott Teal,US,territorial,,,,https://www.crowbarpress.com/29-ttl1.html,high
319,"Sputnik, Masked Men, and Midgets: The Early Days of Memphis Wrestling",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
320,Squared Circle Comics,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
321,"Squared Circle, Full Circle: ""I'm Joe Cool and You're Not!",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
557,St. Louis v1 1943-1945,about_wrestling,,Crowbar Press,Scott Teal,US,territorial,,,,https://www.crowbarpress.com/81-cap06.html,high
558,St. Louis v2 1946-1948,about_wrestling,,Crowbar Press,Scott Teal,US,territorial,,,,https://www.crowbarpress.com/82-cap07.html,high
559,St. Louis v3 1949-1951,about_wrestling,,Crowbar Press,Scott Teal,US,territorial,,,,https://www.crowbarpress.com/83-cap08.html,high
560,St. Louis v4 1945-1949,about_wrestling,,Crowbar Press,Scott Teal,US,territorial,,,,https://www.crowbarpress.com/84-cap09.html,high
322,Stampede Wrestling: The History Of The North American Heavyweight Championship,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
323,Steel Chair To the Head: The Pleasure and Pain of Professional Wrestling,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
325,Struttin' & Cuttin',about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
326,Stunning: The Wrestling Artistry of Steve Austin,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
327,Sumo Libre,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
328,Super Fan & Pro Wrestling Greats,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
329,Superstar Billy Graham: Tangled Ropes,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
330,Swerve,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
331,Swimming with Piranhas: Surviving the Politics of Professional Wrestling,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
332,Tales from a Dirt Road,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
333,Ted DiBiase: The Million Dollar Man,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
334,Tell Me To My Face,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
335,Ten Pounds of Gold,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
551,Tennessee Athletic Commission v1 1935-1971,about_wrestling,,Crowbar Press,Scott Teal,US,territorial,,,,https://www.crowbarpress.com/67-tac.html,high
336,Thanks for the Compliment!!! Canadian Bulldog's Nuttiest Letters Ever! EVER!!!,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
337,The 50 Greatest Professional Wrestlers of All Time: The Definitive Shoot,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
338,The Ballad of Cousin Elvira,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
340,The Best Of DragonKing Press Newsletter,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
341,The Best of Times: The Jerry Jarrett Story,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
342,The Birth of Women's Professional Wrestling: Popular Culture and Intersectionality in Cold War Japan,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
343,The Bomb Shelter: A Scattered Timeline,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
344,The Business of Kayfabe: Turning Wrestlers' Secrets Into A Million Dollars,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
346,The Canadian Heavyweight Title: The Complete History 1978-1984,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
347,The Central Canadian Professional Wrestling Almanac,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
348,The Chronicles of Mad Maxine,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
349,The Comic Book Encyclopedia of Pro Wrestling,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
350,"The Comic Book Story of Professional Wrestling: A Hardcore, High-Flying, No-Holds-Barred History of the One True Sport",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
351,The Complete Idiot's Guide to Pro Wrestling,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
352,The Death of WCW,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
353,The Eighth Wonder of the World: The True Story of André the Giant,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
354,The Elite Team,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
355,The F1rst Hero,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
356,"The Forgotten First: Kenny Washington, Woody Strode, Marion Motley, Bill Willis, and the Breaking of the NFL Color Barrier",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
357,The Gimmick,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
358,The Gimmicks,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
359,The Girl With The Iron Jaw: The Amazing Life of Mars Bennett,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
360,The Grapple Manual: Heroes and Villians from the Golden Age of World Wrestling,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
361,The Great And Inimitable June Byers,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
362,The Great Pro Wrestling Venues Volume 6: Amarillo: 1911-1960,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
363,"The Great Wrestling Venues, Volume 4 – Japan: The Rikidozan Years",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
364,The Hard Way,about_wrestling,,Crowbar Press,Don Fargo; Scott Teal,,,Don Fargo,,,https://slamwrestling.net/archives/books/,low
366,The Hardcore Truth: The Bob Holly Story,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
367,The He-Man Effect: How American Toymakers Sold You Your Childhood,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
368,"The History Of Professional Wrestling In Evansville, IN: The Sixties Part Two: 1963 – 1969",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
369,"The History of Professional Wrestling in Evansville, IN: 1959",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
370,The Incredible Brute,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
371,"The Italian Temper: The Story of How Alphonse ""Babe"" Bisignano Turned Out All Right",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
372,"The Keirn Chronicles, Volume One, The Fabulous Wrestling Life of Steve Keirn",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
373,The Kids' Guide to Pro Wrestling,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
374,The King of New Orleans: How the Junkyard Dog Became Professional Wrestling's First Black Superstar,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
375,The Kings of Wrestling: Anecdotes and Stories of Wrestling from the Distant Past to Our Times,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
376,The Last Outlaw,about_wrestling,,Crowbar Press,Scott Teal; Stan Hansen,,,Stan Hansen,,,https://slamwrestling.net/archives/books/,low
377,"The Last Real World Champion: The Legacy Of ""Nature Boy"" Ric Flair",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
378,The Little Old Lady Killer: The Sensationalized Crimes of Mexico's First Female Serial Killer,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
379,The Lost Art of Tag Team Wrestling,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
380,The Lost Cinema Of Mexico: From Lucha Libre To Cine Familiar And Other Churros,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
381,The Man of All Talents: The Extraordinary Life of Douglas Clark,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
382,The Man: Not Your Average Average Girl,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
383,The Midnight Express and Jim Cornette 25th Anniversary Scrapbook,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
531,The Mighty Milo,about_wrestling,,Crowbar Press,Scott Teal,US,territorial,,,,https://www.crowbarpress.com/18-mm.html,high
384,The Mississippi Wrestling Territory: The Untold Story,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
385,The Muto Years,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
386,The Painmaker,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
387,The Perfect Bastard: Poems,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
388,The Power Slam interviews Volume 1,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
389,The Pro Wrestling Hall of Fame: The Storytellers (From the Terrible Turk to Twitter),about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
391,The Professional Wrestlers' Workout and Instructional Guide,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
392,"The Queen of the Ring: Sex, Muscles, Diamonds and the Making of an American Legend",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
393,The Rassler from Renfrew: Larry Kasaboski and the Northland Wresting Enterprises,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
394,"The Road Warriors: Danger, Death, and the Rush of Wrestling",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
395,The Rock Says...,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
396,"The Rock: Through the Lens: His Life, His Movies, His World",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
397,The Sheikh of Baghdad: An Iraqi Celebrity Athlete's Pro Wrestling Adventures,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
398,The Six Pack: On The Open Road In Search Of Wrestlemania,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
399,The Solie Chronicles: The Life and Times of Gordon Solie,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
400,"The Squared Circle: Life, Death and Professional Wrestling",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
402,The Story of the Development of the NWATNA: A New Concept in Pay-Per-View Programming,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
536,The Strap: The Missouri Heavyweight Title,about_wrestling,,Crowbar Press,Scott Teal,US,territorial,,,,https://www.crowbarpress.com/16-rd.html,high
403,The Sweetheart,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
404,The Territories: Volume 1,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
407,The Unauthorized History of DX,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
408,The Untamed White Savage,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
409,The Von Erichs: A Family Album,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
410,The WWE Attitude Era,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
411,The WWE Book of Top 10s,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
412,The WWE Championship,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
413,The World According to Dutch,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
414,The World Belongs to Jane & Me—Part #1: 1963,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
415,The World of The Rock,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
416,The WrestleCrap Book of Lists,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
417,The Wrestler,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
419,The Wrestling Archive Project – Classic 20th Century Mat Memories Volume 1,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
420,The Wrestling Observer Yearbook '93: The Year of Major Beginnings and Major Endings,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
421,"There's Just One Problem...: True Tales From The Former, One-Time, 7th Most Powerful Person In WWE",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
422,There's No Such Thing as a Bad Kid – How I Went from Stereotype to Prototype,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
537,They Call Me Booker,about_wrestling,,Crowbar Press,Scott Teal,US,territorial,,,,https://www.crowbarpress.com/45-bk.html,high
423,This Saturday Night II: Return To The Cobo,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
424,Thrashing Seasons: Sporting Culture in Manitoba and the Genesis of Prairie Wrestling,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
425,Through the Shattered Glass,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
426,Tito Santana: Don't Call Me Chico,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
427,Tito the Bonecrusher,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
428,To Smithereens – Rosalyn Drexler's reissue is a smash!,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
429,Tod is God: The Authorized Story of How I Created Extreme Championship Wrestling,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
430,Tonight! Tonight! Tonight!,about_wrestling,,Crowbar Press,Bert Prentice; Scott Teal,,,Bert Prentice,,,https://slamwrestling.net/archives/books/,low
431,Too Sweet: Inside the Indie Wrestling Revolution,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
432,Tortured Ambition: The Story of Herb Abrams and the UWF,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
433,Total Suplex Of The Heart,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
434,Trash Talk: The Only Book About Destroying Your Rivals That Isn't Total Garbage,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
435,Tributes II: Remembering More of the World's Greatest Professional Wrestlers,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
437,"TrumpMania: Vince McMahon, WWE and the Making of America's 45th President 2020 Election Special Edition",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
438,"Trumpmania: Vince McMahon, WWE and the Making of America's 45th President",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
439,Truth Bee Told,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
440,"Two Falls, Two Submissions, or a Knockout",about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
441,UFC: A Visual History,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
442,Under The Mat: Inside Wrestling's Greatest Family,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
444,Undertaker: 25 Years of Destruction,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
445,Undertaker: Rise of the Deadman,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
447,Une Vie De Chien Dans Un Monde Fous,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
448,Unladylike: A Grrrl's Guide to Wrestling,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
449,VISITORS,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
450,Victory Parade,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
451,WANTED: For True Lies and Alibis – The Blackjack Mulligan Story,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
452,WWE #1,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
453,WWE 50: Celebrating 50 years of Sports Entertainment,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
454,WWE Beyond Extreme,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
455,WWE Encyclopedia of Sports Entertainment 4th Edition,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
456,WWE Encyclopedia: The Definitive Guide to World Wrestling Entertainment,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
457,WWE Greatest 100 Matches,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
458,WWE Greatest Rivalries,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
459,WWE Legends,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
460,WWE RAW: The First 25 Years,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
461,WWE Slam City #1: Finished,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
462,WWE Smackdown: 20 Years and Counting,about_wrestling,,,,,,,,,https://slamwrestling.net/archives/books/,low
